ssn|cc_num|first|last|gender|street|city|state|zip|lat|long|city_pop|job|dob|acct_num|profile
620-49-2741|30322626114245|Cindy|Jenkins|F|585 Nunez Courts|Lake Park|MN|56554|46.8176|-96.067|2709|Scientist, biomedical|1952-01-08|566292083754|adults_50up_female_urban.json
041-69-8078|3596234199643387|Gina|Allen|F|472 Estrada Lakes|Sellersville|PA|18960|40.362|-75.319|12473|Ship broker|1967-08-24|245826104860|adults_50up_female_urban.json
267-26-0570|3511587605457698|Megan|Porter|F|9453 Rasmussen Mews Suite 974|Anaheim|CA|92804|33.8186|-117.9729|354475|Nurse, learning disability|2004-05-09|655962338361|young_adults_female_urban.json
392-09-7060|4212545080951|Timothy|Giles|M|152 Carlson Islands Suite 966|San Angelo|TX|76901|31.4782|-100.4818|103927|Immigration officer|1962-02-08|493252252774|adults_50up_male_urban.json
116-31-0222|30423591426141|Anthony|Contreras|M|893 Laura Estate Suite 145|White Hall|AR|71602|34.2577|-92.0121|17982|Insurance broker|2005-03-08|786895951902|young_adults_male_urban.json
464-73-6761|4310081785221|Tara|Miller|F|84523 Ochoa Shoals Suite 268|Melrose Park|IL|60160|41.9003|-87.8581|47480|Psychiatrist|1995-11-24|293173443659|adults_2550_female_urban.json
667-87-8161|502073208659|Sheri|Hoover|F|7729 Ross Islands|Sarasota|FL|34231|27.2666|-82.5163|232625|Optometrist|1983-02-23|211262141040|adults_2550_female_urban.json
004-15-4566|676305278100|Timothy|Richardson|M|02722 Kyle Island|Columbia|NJ|07832|40.9388|-75.055|3903|Psychologist, educational|1953-12-04|930558644123|adults_50up_male_urban.json
123-55-0434|3539136817203132|Jamie|Reed|F|620 Barbara Roads|Farmersville|TX|75442|33.1659|-96.3686|8858|Radio producer|1960-08-18|273950593574|adults_50up_female_urban.json
131-93-6120|3533222739389922|Aaron|Cox|M|353 Jeremy Meadow Apt. 850|West Palm Beach|FL|33414|26.6627|-80.253|459921|Psychotherapist, child|1979-09-14|100489762211|adults_2550_male_urban.json
565-59-0747|213169718236017|Adrian|Martinez|M|58388 Janice Walks Suite 648|Idaho Falls|ID|83401|43.5518|-111.8919|101543|Further education lecturer|1937-08-31|445728917258|adults_50up_male_urban.json
206-42-7252|4233222801944258926|Michelle|Ortega|F|56062 Clark Shoal|Westland|MI|48185|42.3358|-83.3846|84124|Artist|1980-04-12|429068169930|adults_2550_female_urban.json
854-82-7845|4180467413072|Michael|Perez|M|85201 Kim Extensions Suite 084|Beverly Hills|FL|34465|28.9295|-82.4892|15870|Oceanographer|1973-03-29|628049797511|adults_50up_male_urban.json
485-85-5987|6011547055491215|Jacob|Patterson|M|19556 Smith Skyway Apt. 969|Lincolnton|NC|28092|35.4851|-81.1818|38570|Engineer, mining|1976-07-02|354725363111|adults_2550_male_urban.json
561-64-5862|4702042620197124|Monica|Davis|F|39369 Ford Port Suite 609|Florence|AZ|85132|32.9969|-111.3612|33556|Scientist, research (medical)|1964-05-05|238261448744|adults_50up_female_urban.json
169-55-8038|30319227607593|Tracey|Nichols|F|865 Mary Fords Suite 319|Twin Lakes|WI|53181|42.5232|-88.2573|7357|Chemist, analytical|1973-07-11|848814237549|adults_50up_female_urban.json
337-40-3087|676195231201|Caitlin|Willis|F|57644 Marsh Haven Suite 000|Land O Lakes|FL|34639|28.2258|-82.4547|50437|Counselling psychologist|1996-01-02|509216744594|adults_2550_female_urban.json
314-40-8926|4764979741636560|Melissa|Johnson|F|06355 Thomas Camp Suite 496|Waterville|ME|04901|44.5543|-69.6178|26248|Warehouse manager|1973-06-17|483030933134|adults_50up_female_urban.json
113-82-9265|4296353059702553|Ashley|Rice|F|3643 Melissa Ridges Suite 898|San Diego|CA|92109|32.7969|-117.2405|1241364|Teacher, early years/pre|1965-09-09|368351215828|adults_50up_female_urban.json
403-45-4616|6534544344149165|Keith|Munoz|M|344 Mitchell Ports|Austin|TX|78734|30.3705|-97.9427|940359|Geophysicist/field seismologist|1986-10-24|450443600473|adults_2550_male_urban.json
018-68-9198|4309586297398891|Scott|Nelson|M|10972 Hayley Crescent|Huntington|WV|25705|38.4096|-82.369|74975|Quality manager|1965-12-22|50516046922|adults_50up_male_urban.json
335-39-8497|344655792203008|Eric|Knight|M|1293 Mackenzie Divide Suite 121|Lonoke|AR|72086|34.7832|-91.9214|10727|Engineer, electronics|1979-04-17|952339586335|adults_2550_male_urban.json
342-51-5837|180035957086190|Leon|Blackburn|M|584 Jordan Islands Suite 631|San Gabriel|CA|91775|34.1155|-118.0857|62463|Buyer, industrial|2001-09-13|603623464456|young_adults_male_urban.json
050-27-4860|4622033474246312|Alicia|Hall|F|968 Harrington Plains Apt. 085|Redford|MI|48239|42.3756|-83.289|53246|Counsellor|1987-08-15|947336988818|adults_2550_female_urban.json
391-97-9545|503817741740|Chelsea|Johnson|F|0238 Valentine Estates|Vallejo|CA|94590|38.1053|-122.2474|119080|Designer, television/film set|1999-07-18|617681008302|adults_2550_female_urban.json
288-55-6404|347523328293025|Alan|Rivera|M|30303 Jon Mountain|Dundee|MS|38626|34.5357|-90.3693|1353|Prison officer|1932-09-26|803449743035|adults_50up_male_rural.json
126-86-7009|30507627995531|Stephanie|Brown|F|530 Shelly Extensions Apt. 984|Millville|NJ|08332|39.3673|-75.0293|36768|Ranger/warden|1931-07-22|258430876528|adults_50up_female_urban.json
222-35-2160|503884719017|Jesse|Martin|M|240 Brown Via|Arlington|VA|22204|38.859|-77.0997|207410|Patent attorney|1974-12-26|914468510164|adults_50up_male_urban.json
677-70-7579|3577546199240655|Mark|Perez|M|72581 Eric Rapid Apt. 956|Tampa|FL|33625|28.0726|-82.559|717255|Nurse, mental health|1930-10-23|587372208833|adults_50up_male_urban.json
730-33-8309|3537337912121102|Bryan|Ellis|M|58690 Shawn Causeway|Columbus|IN|47201|39.2055|-85.9317|67468|Radio producer|1988-08-02|761460541709|adults_2550_male_urban.json
818-81-3696|3551999452951718|Christopher|Thomas|M|4338 White Brooks Suite 422|Chicago|IL|60608|41.8515|-87.6694|2680484|Clinical scientist, histocompatibility and immunogenetics|1978-03-24|194887063687|adults_2550_male_urban.json
696-42-4271|3533083344470485|Sara|Porter|F|47020 Austin Lane Suite 195|Medina|OH|44256|41.1404|-81.8584|62039|Energy manager|1944-10-27|750708841892|adults_50up_female_urban.json
509-33-2977|6532956342777528|Caitlin|Howard|F|61658 Donald Rapids|Atlanta|GA|30328|33.9335|-84.3958|900273|Contractor|1996-04-01|717378839581|adults_2550_female_urban.json
587-93-2584|4115630295596363|David|Barnett|M|629 Beck Falls|Dallas|TX|75231|32.8756|-96.7495|1263321|Archivist|1974-07-20|414169986141|adults_50up_male_urban.json
344-85-4247|3585133138004987|Samuel|Walker|M|12212 Nathan Hill|Reading|PA|19604|40.3507|-75.9143|213013|Sales promotion account executive|1972-08-02|124053412068|adults_50up_male_urban.json
382-69-2518|6587640191854885|Amy|Parker|F|00629 Ramos Pine Suite 358|De Pere|WI|54115|44.4388|-88.0806|41178|Land|1990-03-13|810786481620|adults_2550_female_urban.json
654-52-4617|6519623421926221|Angela|White|F|104 Cheryl Place Apt. 147|Wilbraham|MA|01095|42.1245|-72.4464|14319|Sales promotion account executive|1993-03-11|970306283693|adults_2550_female_urban.json
792-90-1834|2597269999498120|Kayla|Gonzalez|F|36660 Jasmin Circle|Miami|FL|33146|25.7205|-80.2728|1737737|Accountant, chartered public finance|1981-05-04|821183609992|adults_2550_female_urban.json
553-44-3169|180031050524385|Stephanie|Pierce|F|8269 Donna Port|Saginaw|MI|48609|43.3869|-84.0926|135669|Veterinary surgeon|1968-06-27|64692720575|adults_50up_female_urban.json
408-69-7082|4633283896337614|Jonathan|Reid|M|67136 Sanford Coves Apt. 132|Jensen Beach|FL|34957|27.2356|-80.2277|22257|Risk analyst|2001-05-08|175196448812|young_adults_male_urban.json
232-92-9975|4883527918750676|Johnny|Davis|M|5920 Melissa Via|Ellerslie|GA|31807|32.6312|-84.7895|2483|Geographical information systems officer|1963-11-04|847170970224|adults_50up_male_rural.json
637-17-7653|3561781596983841|Hannah|Jimenez|F|266 Dominguez View|Wilmington|DE|19807|39.7949|-75.6161|215619|Oceanographer|1967-07-21|423199734525|adults_50up_female_urban.json
627-46-9417|5557349899255399|Denise|Graham|F|4299 Sean Road|Phoenix|AZ|85009|33.4564|-112.1284|1312922|Public relations officer|1967-10-23|838131597812|adults_50up_female_urban.json
422-55-9671|4799670808974748590|Samuel|Mitchell|M|83984 Robert Gardens Suite 785|Elmendorf Afb|AK|99506|61.2515|-149.8127|7749|Engineer, maintenance|1958-01-02|804871150347|adults_50up_male_urban.json
550-69-1751|6598044509286053|Vincent|Wilson|M|62706 Roberts Rapids|Blytheville|AR|72315|35.8786|-89.8968|23966|Biochemist, clinical|1969-10-14|923495613849|adults_50up_male_urban.json
184-35-8760|4813088983057488391|Kurt|Wells|M|563 Edward Mission|Chantilly|VA|20152|38.8976|-77.5092|46320|Metallurgist|1997-07-10|16815649835|adults_2550_male_urban.json
001-28-0753|4661995305641840|Pamela|Lee|F|467 Wayne Neck Apt. 187|Brooklyn|NY|11206|40.7012|-73.9436|2504700|Designer, television/film set|1991-08-10|963852703688|adults_2550_female_urban.json
823-05-0512|2236510344442991|Teresa|Long|F|568 Cardenas Landing Apt. 406|Las Cruces|NM|88011|32.3244|-106.6683|143900|Curator|1946-11-13|858080338124|adults_50up_female_urban.json
120-42-5640|3572562221905335|Timothy|Holland|M|0474 Lester Hollow Suite 559|Sanford|FL|32773|28.7644|-81.282|78268|Environmental health practitioner|1977-04-15|479321710054|adults_2550_male_urban.json
175-13-3798|213150712455316|Carol|Poole|F|36221 Sarah Tunnel|Covington|GA|30014|33.5293|-83.8496|86177|Public house manager|1973-02-06|703424593812|adults_50up_female_urban.json
649-60-8105|4488395855852296|Michael|Jackson|M|51618 Burns Ridges Apt. 710|Hollywood|FL|33020|26.0161|-80.1517|420284|Legal secretary|1972-11-14|59769782577|adults_50up_male_urban.json
873-82-0773|379147744735350|Raymond|Evans|M|71594 Gonzalez Highway Apt. 053|Salem|MA|01970|42.5151|-70.9003|41109|Records manager|1953-01-01|586308326799|adults_50up_male_urban.json
228-25-2045|213161133892607|Kayla|Hunter|F|152 Daniels Flat|Covington|GA|30016|33.5146|-83.8626|86177|Acupuncturist|1978-01-11|907463200274|adults_2550_female_urban.json
446-24-5177|4521746535378012|Kayla|Boyer|F|7344 Crawford Street Suite 762|Reedsburg|WI|53959|43.5316|-89.9959|13384|Therapist, drama|1966-11-17|437266635416|adults_50up_female_urban.json
067-40-3678|4299946645094|Laurie|Willis|F|010 Castillo Ports|Burke|VA|22015|38.7894|-77.2818|43102|Adult guidance worker|1949-01-13|994419325906|adults_50up_female_urban.json
853-88-5577|4189684424648844|Lisa|Crosby|F|572 Colon Overpass Suite 958|Burlington|NJ|08016|40.068|-74.8454|33540|Computer games developer|1967-12-17|570996350701|adults_50up_female_urban.json
114-76-0842|4179789124883971|Stephanie|Murray|F|844 Cochran Turnpike Suite 367|Pinedale|WY|82941|42.8543|-109.8561|5028|Designer, jewellery|1963-03-29|113917007014|adults_50up_female_urban.json
187-93-3566|4388568119397818|Donald|Hendricks|M|99217 Ray Land|Arnold|MO|63010|38.4305|-90.387|35439|Interpreter|2005-10-28|614815149376|young_adults_male_urban.json
434-75-3404|4158807053261|Alejandro|Garner|M|391 John Walks|Honolulu|HI|96825|21.2987|-157.6985|403114|Site engineer|1981-06-20|936842534125|adults_2550_male_urban.json
486-40-2203|4513609085818102|Diane|Brown|F|3736 Rebecca Square|Capron|IL|61012|42.4087|-88.7465|2175|Set designer|1953-07-07|225469416426|adults_50up_female_rural.json
776-52-2292|30135896933536|Rebecca|Brown|F|585 Davis Roads|Apple Valley|CA|92307|34.5291|-117.2132|77467|Horticulturist, amenity|1982-11-24|732078733647|adults_2550_female_urban.json
089-84-5478|6539792551164360|Tyler|Austin|M|377 Stephen Walk|Kent|WA|98030|47.3866|-122.2109|147876|Designer, interior/spatial|1952-05-19|655174507431|adults_50up_male_urban.json
785-84-6197|6011534281644163|Angela|Barry|F|3584 Clayton Canyon Suite 103|Bellevue|NE|68123|41.1156|-95.9393|60409|Surveyor, minerals|1957-05-09|2348758451|adults_50up_female_urban.json
503-28-0136|4763628144471893955|Robert|House|M|067 Green Throughway Apt. 922|Rossville|GA|30741|34.9535|-85.2968|29290|Risk analyst|1973-08-09|839823220797|adults_50up_male_urban.json
629-66-7444|4513587271743068815|Richard|Todd|M|034 Brittany Trace Apt. 873|Hialeah|FL|33013|25.8594|-80.2725|347944|Sports therapist|1980-06-19|487349480706|adults_2550_male_urban.json
766-46-8389|4364770413090|Adam|Gentry|M|86028 Randy Keys Suite 204|Raritan|NJ|08869|40.5711|-74.6377|6881|Broadcast journalist|1967-03-07|930527036205|adults_50up_male_urban.json
884-30-1393|3557720441007949|Ariana|Lewis|F|3810 Klein Inlet Apt. 224|Watertown|MA|02472|42.37|-71.1773|32014|Sport and exercise psychologist|1983-10-18|515190423953|adults_2550_female_urban.json
602-94-9143|30264963225178|Ryan|Leon|M|0432 Garcia Place|Honolulu|HI|96825|21.2987|-157.6985|403114|Wellsite geologist|1979-12-15|38876402011|adults_2550_male_urban.json
313-49-8616|6011630702867209|Timothy|Hernandez|M|95366 Chad Lake|Cheyenne|WY|82007|41.1084|-104.8107|86283|Engineer, chemical|1972-07-19|642285306665|adults_50up_male_urban.json
011-44-7617|30500173259006|Rebecca|Robinson|F|30722 Daniel Plains Suite 908|Chandler|AZ|85249|33.2414|-111.7745|255641|Public house manager|1988-01-22|85403704550|adults_2550_female_urban.json
400-64-2336|4045461719281704|Jesse|Torres|M|23442 Michael Course Suite 025|South Bend|IN|46613|41.6546|-86.2479|145459|Education officer, community|1984-04-16|298876952198|adults_2550_male_urban.json
146-94-0279|3547726903265514|Danny|Anderson|M|79480 Joseph Key Suite 985|East Saint Louis|IL|62204|38.6308|-90.095|58304|Clinical research associate|1972-10-19|40296521048|adults_50up_male_urban.json
109-14-9421|4589126864986470|Kristi|Moody|F|37600 Collins Green Apt. 837|Hermiston|OR|97838|45.845|-119.2849|25346|Surveyor, hydrographic|2002-06-21|98682979484|young_adults_female_urban.json
113-74-0533|30499216400695|Nancy|Gallagher|F|9235 Joshua Grove|Oak Park|MI|48237|42.4662|-83.184|29319|Sales professional, IT|1991-03-18|298229842867|adults_2550_female_urban.json
041-65-2585|2249865462202121|Christina|Acosta|F|55033 Bruce Brook|Ithaca|NY|14850|42.4028|-76.484|66641|Sports therapist|1978-04-12|414545936205|adults_2550_female_urban.json
813-38-6608|30391900889913|Bryan|Wilson|M|91692 Dominic Park|Society Hill|SC|29593|34.4512|-79.8865|1954|Engineer, drilling|1987-06-17|502226927571|adults_2550_male_rural.json
852-75-8716|3590608548186741|James|Williams|M|984 John Crest|Opa Locka|FL|33055|25.9476|-80.2778|107314|Chief Strategy Officer|1966-04-02|917933349154|adults_50up_male_urban.json
457-11-1575|213151985458292|Victor|Parker|M|40153 Farmer Harbors|Garnet Valley|PA|19060|39.852|-75.5007|11368|Passenger transport manager|1986-04-24|31830500053|adults_2550_male_urban.json
330-49-9417|3549466720108245|Stanley|Le|M|818 Samantha Shoal|Chesapeake|VA|23320|36.7352|-76.2384|222272|Environmental education officer|1996-03-11|491831045661|adults_2550_male_urban.json
786-37-0019|4208581745273533|Jennifer|Moore|F|7004 Erik Court|Clinton|LA|70722|30.8249|-90.9331|5713|Surveyor, minerals|1962-04-17|154405868597|adults_50up_female_urban.json
719-43-1757|213161255904610|Sophia|Brown|F|04660 Christopher Points|Shelby|NC|28150|35.312|-81.5568|52833|Financial manager|1973-10-08|156862391556|adults_50up_female_urban.json
089-04-1471|3532961512048509|Jonathan|Jordan|M|44604 Patricia Mill Suite 346|Bloomington|IN|47408|39.2303|-86.4692|126925|Agricultural consultant|1973-08-05|683359666188|adults_50up_male_urban.json
341-31-0113|373472435861760|Joseph|Martin|M|27267 William Vista Suite 656|El Paso|TX|79936|31.7677|-106.3016|749635|Designer, ceramics/pottery|1991-12-31|145410093763|adults_2550_male_urban.json
079-80-7241|6584947712903502|Andrew|Proctor|M|489 Holder Drive|Deerfield Beach|FL|33441|26.3096|-80.0992|54913|Comptroller|1996-05-23|344607961474|adults_2550_male_urban.json
832-27-5040|576682121560|Sarah|Jacobs|F|54920 Keller Harbor Suite 111|Jacksonville|FL|32209|30.3584|-81.692|847415|Video editor|1982-04-01|852521190968|adults_2550_female_urban.json
560-71-1316|213173063435943|Jonathan|Shields|M|188 Willis Manor|Westbury|NY|11590|40.7557|-73.5723|45768|Software engineer|1986-08-27|444121745201|adults_2550_male_urban.json
887-03-5691|5402125434123012|Michelle|Williams|F|37218 Brown Centers Apt. 203|Billings|MT|59105|45.9497|-108.599|128125|Civil Service fast streamer|1993-11-01|492180379270|adults_2550_female_urban.json
848-76-9903|502014003474|Robert|Allen|M|197 Williams Summit Apt. 625|Aurora|CO|80013|39.6575|-104.7846|389246|Warehouse manager|1990-09-27|828833207962|adults_2550_male_urban.json
740-65-4234|2714785501137532|Gail|Martin|F|72887 Thomas Tunnel|Charles City|VA|23030|37.3663|-77.1082|5128|Psychotherapist|1950-09-24|835795242616|adults_50up_female_urban.json
733-30-7667|2316088197223993|Mark|Cruz|M|1837 Monroe Canyon Suite 681|Tallapoosa|GA|30176|33.7602|-85.3|7050|Actor|1962-11-29|876955275189|adults_50up_male_urban.json
561-02-8996|377800244323620|Christopher|Holloway|M|069 Arnold Vista Suite 467|Concord|CA|94520|37.9823|-122.0362|123688|Advertising account planner|1945-10-04|882138752516|adults_50up_male_urban.json
699-88-5842|2391395215016426|Jasmine|Smith|F|35084 Julian Forest|Folsom|PA|19033|39.8901|-75.3296|7777|Clinical scientist, histocompatibility and immunogenetics|1974-01-20|591073411222|adults_50up_female_urban.json
592-18-4728|180081300416916|Robin|Stewart|F|21516 Cortez Track|Columbus|OH|43214|40.0535|-83.0188|783285|Statistician|1981-07-23|429450179691|adults_2550_female_urban.json
298-52-4016|4348110501474|Jennifer|Mack|F|8961 Kennedy Plaza|Lodi|CA|95242|38.1308|-121.3345|72565|Leisure centre manager|1999-10-04|817422262939|adults_2550_female_urban.json
141-70-1252|38512395978158|Jack|Moore|M|972 Jessica Brook|Brookings|OR|97415|42.1378|-124.2492|14051|Designer, exhibition/display|1988-10-13|864558172581|adults_2550_male_urban.json
446-98-6059|4772051710730871565|Robert|Fischer|M|370 Connor Island Suite 380|Raven|VA|24639|37.1481|-81.8896|3533|Electronics engineer|1982-12-16|489148101341|adults_2550_male_urban.json
842-10-4944|180072602925464|Melinda|Powell|F|2884 Shane Meadow|Olmsted Falls|OH|44138|41.3734|-81.9158|22332|Fitness centre manager|1981-02-01|9174508637|adults_2550_female_urban.json
669-49-3390|4135386762592387|Jessica|Gordon|F|060 Holmes Pike Suite 932|Murphysboro|IL|62966|37.7655|-89.3317|15607|Barista|1963-02-25|368052591212|adults_50up_female_urban.json
797-31-4256|580892739617|Tina|Murphy|F|4053 Jenkins Centers Suite 897|Honolulu|HI|96817|21.3295|-157.8615|403114|Restaurant manager|1976-08-09|372419534566|adults_2550_female_urban.json
261-21-7149|2710384227362733|Christopher|Mccarthy|M|271 Kathleen Village|Richmond|VA|23236|37.4782|-77.5854|536907|Psychologist, forensic|1999-09-18|407292316883|adults_2550_male_urban.json
502-55-9941|2516204298514481|Jared|Tran|M|2169 Jared Walks|Dewitt|MI|48820|42.8428|-84.5797|16641|Editorial assistant|1970-02-27|30868705010|adults_50up_male_urban.json
